video ID,uploader,age,category,length,views,rate,ratings,comments
yTV7ZWxNj_s,ArcanusMemoria,610.0,Entertainment,80.0,436.0,2.5,2.0,4.0
4RNZrqx3szc,ArcanusMemoria,726.0,Entertainment,608.0,24.0,0.0,0.0,3.0
fCfjtV0PHcU,ArcanusMemoria,698.0,Entertainment,240.0,33.0,0.0,0.0,2.0
64hgFTP7bb0,ArcanusMemoria,712.0,Entertainment,645.0,41.0,0.0,0.0,0.0
Zie1-kwwIx8,ArcanusMemoria,490.0,Entertainment,221.0,2896.0,2.33,3.0,3.0
mYMFiR1GBUE,ArcanusMemoria,593.0,Entertainment,604.0,226.0,5.0,1.0,4.0
9D8-KFpH6C4,ArcanusMemoria,566.0,Entertainment,600.0,158.0,0.0,0.0,1.0
ria9TvsVoA0,ArcanusMemoria,586.0,Entertainment,628.0,122.0,3.2,5.0,1.0
SYxwuy6OV5E,ArcanusMemoria,572.0,Entertainment,605.0,118.0,0.0,0.0,1.0
PuxZ48EuPTs,ArcanusMemoria,593.0,Entertainment,637.0,107.0,0.0,0.0,2.0
70NizuF83aU,ArcanusMemoria,629.0,Entertainment,526.0,131.0,0.0,0.0,1.0
DtowNS0LUao,carnalknowledge,640.0,Film & Animation,205.0,4474.0,4.82,22.0,24.0
PLkS5jjFV94,seleschan,471.0,Film & Animation,103.0,2958.0,4.76,17.0,11.0
55093-6unww,DeadlyRue,432.0,Film & Animation,259.0,9165.0,4.76,74.0,24.0
0Vb_GaU941M,MidouCloud,424.0,Music,293.0,7296.0,4.36,42.0,5.0
GE1icZxWkQQ,DarkScythe,530.0,Film & Animation,599.0,1903.0,4.45,11.0,15.0
Fk7jodHeygo,nejifanx,474.0,Film & Animation,272.0,6886.0,4.53,30.0,21.0
CUb81qCJZkc,ApolioDiablo,0.0, UNA ,321.0,4602.0,4.0,18.0,6.0
9j6iDxLP2HM,WhatWouldRandyDo,439.0,Music,177.0,4919.0,4.79,47.0,14.0
qFo4O4JbZXM,jimdahustla,698.0,Film & Animation,275.0,1144.0,4.5,6.0,5.0
uZ_e8Lksd4Q,djcode6,571.0,Film & Animation,334.0,1442.0,4.75,8.0,5.0
2fYT617-3p8,ProjectOlle,342.0,Entertainment,284.0,3213.0,4.14,22.0,4.0
tF7Xk0_AZG8,jeffdeadwater,620.0,Film & Animation,248.0,1027.0,4.92,12.0,6.0
0DG8qnO9DvU,EvilEmpire123,503.0,Film & Animation,323.0,1081.0,4.38,8.0,3.0
n8tsFwTAXyo,bigmohunter,569.0,Film & Animation,259.0,1327.0,5.0,10.0,4.0
JpKKST-cTeM,Linsama07,608.0,Film & Animation,271.0,1022.0,4.0,4.0,4.0
NBfwIxvXbIY,amino360,0.0, UNA ,86.0,45.0,0.0,0.0,0.0
jyaXxIZAjow,Colbyfox,480.0,Entertainment,146.0,876.0,5.0,4.0,2.0
YS0zmH1lVbg,bigo180,655.0,Gadgets & Games,108.0,23855.0,2.6,47.0,17.0
Mqdn80ls4wA,bigo180,744.0,Autos & Vehicles,159.0,1178.0,3.0,4.0,1.0
dWGXTUjwFPE,bigo180,650.0,Gadgets & Games,401.0,214.0,2.0,4.0,1.0
sNB9IDeltDU,bigo180,655.0,Gadgets & Games,99.0,1157.0,2.78,18.0,6.0
0EB9L2g3VPM,bigo180,649.0,Gadgets & Games,293.0,213.0,2.71,7.0,3.0
e0FpDFFSvh8,bigo180,728.0,Gadgets & Games,108.0,824.0,5.0,3.0,1.0
6KJ-IhZJoUg,bigo180,0.0, UNA ,118.0,592.0,3.0,5.0,3.0
a4SAMoHPJhQ,bigo180,728.0,Gadgets & Games,39.0,952.0,4.75,4.0,5.0
EPd9GuHwwKA,bigo180,744.0,Comedy,39.0,321.0,4.33,6.0,4.0
6CVAhMVMZ8k,offtube,613.0,Film & Animation,34.0,2613.0,4.33,6.0,0.0
WbnHApd2F-U,NeverFreeNeverMe,657.0,People & Blogs,45.0,2525.0,3.0,2.0,9.0
P-2cEeS_9xY,sonyvegas8,719.0,Entertainment,73.0,138.0,4.0,2.0,1.0
EE4bhbBjW4M,7dbarkin720,613.0,Entertainment,29.0,5964.0,0.0,0.0,4.0
Gy-gqr_1TmA,vincecarter84,645.0,Comedy,5.0,1303.0,4.0,3.0,0.0
ciso-0Ga_CE,klavunat34,680.0,Comedy,135.0,27867.0,4.73,49.0,18.0
GKrcmRnNyjw,agetroben,670.0,Comedy,55.0,1483.0,5.0,4.0,0.0
PVb6q-oHd3I,vincecarter84,645.0,Comedy,67.0,4611.0,4.43,7.0,6.0
jADoeyjz2e8,armehm,634.0,People & Blogs,85.0,928.0,3.86,7.0,8.0
bnAIXwTm7iw,acedia12,545.0,Travel & Places,56.0,188.0,3.67,3.0,-8.0
Zj71AWshWfA,vincecarter84,645.0,Comedy,15.0,6879.0,3.75,4.0,4.0
nCwAGTEQmFc,Nadalvanos,611.0,Entertainment,507.0,1145.0,4.0,8.0,5.0
qIUdJYvDCg8,weycel,586.0,People & Blogs,193.0,1778.0,5.0,18.0,7.0
MVCL7LCPkYo,NeverFreeNeverMe,687.0,Comedy,80.0,3782.0,5.0,7.0,0.0
RpsxnxeD9tY,filtrekahve,657.0,Comedy,155.0,464.0,4.2,5.0,0.0
gXSEM7oCQ3M,emilov,650.0,Comedy,66.0,1471.0,3.67,3.0,0.0
vZ-tNoQWGPQ,butterflyFX666,694.0,People & Blogs,55.0,646.0,5.0,1.0,1.0
4OEMjv_sLSM,sezerkarabulut,649.0,People & Blogs,599.0,17029.0,3.65,17.0,11.0
qjCC5BBxgYM,Sekoloji78,717.0,People & Blogs,54.0,481.0,5.0,1.0,0.0
n7AUkxXS_4k,gsbaki,657.0,Comedy,23.0,1083.0,5.0,2.0,5.0
PeFeap6gazY,Mackeath77,618.0,Entertainment,87.0,1419.0,3.56,9.0,9.0
PyEI3LLpVog,JaydidProductions,698.0,Entertainment,48.0,120.0,0.0,0.0,2.0
j94PrOYx-34,stainonpants83,726.0,Entertainment,60.0,3422.0,5.0,2.0,5.0
tb1fss74haU,Jknold,675.0,Entertainment,420.0,455.0,5.0,2.0,2.0
_wdp47dwugE,jny10792,488.0,Entertainment,45.0,6447.0,4.0,8.0,6.0
iXKgy0JRilY,bigo180,724.0,Gadgets & Games,19.0,343.0,3.67,3.0,0.0
OwuAVL6M42U,JaydidProductions,730.0,Entertainment,504.0,70.0,0.0,0.0,0.0
fhhiFEMyVSY,JaydidProductions,676.0,Entertainment,28.0,53.0,0.0,0.0,0.0
V2o-CrW0Ge4,hotantho03,627.0,Entertainment,78.0,2430.0,3.89,9.0,5.0
ybvcpUGV6Z4,benbreaker,667.0,Comedy,119.0,168.0,5.0,1.0,1.0
NuXKmjayfO4,dennisbier09,622.0,Entertainment,11.0,1686.0,3.2,5.0,8.0
HhGB9lk5vSg,usinoh,704.0,Entertainment,25.0,255.0,0.0,0.0,1.0
YpDxpsaKUC8,danzig25,667.0,Comedy,467.0,185.0,1.0,1.0,3.0
yqYiKsCiSso,danmab,651.0,Gadgets & Games,244.0,294.0,4.0,1.0,0.0
tgUSE_Jh3Kw,aurorabonus,585.0,Entertainment,220.0,447.0,4.0,4.0,0.0
V_MoJ173_9M,sk8erboi6000,643.0,Gadgets & Games,18.0,1158.0,5.0,2.0,6.0
NWZRR3H5a9c,usinoh,704.0,Entertainment,30.0,190.0,5.0,1.0,0.0
etCE00TPFv0,sk8erboi6000,643.0,Gadgets & Games,3.0,943.0,2.0,3.0,1.0
IC2s--OsEs0,sacerdotisas,532.0,Comedy,283.0,847.0,0.0,0.0,0.0
pIXWyk9WyHw,kbdesign,589.0,Entertainment,572.0,250.0,3.89,62.0,7.0
J0JpY_Vl1ms,kbdesign,589.0,Entertainment,520.0,150.0,3.95,55.0,1.0
gYmisdaXF8Q,kbdesign,589.0,Entertainment,393.0,262.0,3.75,65.0,3.0
ZeQ62UxhXgQ,Tedakin,675.0,Film & Animation,67.0,742.0,5.0,2.0,2.0
O1TcDE4Jb1c,HBOMB28,464.0,Music,367.0,399.0,2.0,1.0,1.0
im8NSFzVNo4,laughingfool25,469.0,People & Blogs,84.0,156.0,1.0,1.0,0.0
aj7FUojU76U,rockingbassist,552.0,Comedy,248.0,772.0,3.62,8.0,6.0
DYZ0bqpue6Y,kramer210,649.0,Comedy,44.0,107.0,5.0,4.0,1.0
07-FfJM4gfc,brontone,730.0,Entertainment,413.0,84.0,5.0,1.0,0.0
oZmW7t7rpio,EmilyRocksSocks,612.0,Comedy,50.0,59.0,0.0,0.0,0.0
lWp5ivD2a4M,kramer210,651.0,Comedy,32.0,48.0,5.0,1.0,0.0
L1Zu2XXvUCY,ifyouseeangie,547.0,News & Politics,29.0,305.0,3.67,3.0,1.0
xrpFE2yoJuQ,podictionary,737.0,People & Blogs,56.0,34.0,5.0,1.0,1.0
FhWIU_HIkng,Ryanpinkstonshot,470.0,People & Blogs,12.0,285.0,0.0,0.0,0.0
c_2lCKbHJPo,spome,702.0,Comedy,12.0,35.0,0.0,0.0,0.0
zClFriShrjs,myknifehisthroatxxx,526.0,Entertainment,36.0,44.0,0.0,0.0,1.0
m2buubLfR54,lamofo,452.0,Music,235.0,10627.0,4.72,54.0,18.0
8p05EBlkyAA,lbdsgn,648.0,News & Politics,47.0,22.0,0.0,0.0,0.0
S1hiA0nHJqI,xlKaze,641.0,Music,257.0,9047.0,5.0,10.0,3.0
xgm1cdELkAY,LeftofSelfCentered,556.0,Comedy,156.0,10080.0,4.53,242.0,136.0
InH0mTXQ6bo,stevieryan,506.0,Music,73.0,22008.0,4.24,237.0,121.0
VCwNgaupTNI,ShatteringSoul91,510.0,People & Blogs,54.0,665.0,0.0,0.0,2.0
GCfrrjxe1-E,SizweDhlomo,723.0,People & Blogs,47.0,125.0,5.0,2.0,1.0
gjgOsZFifL8,voxinabox,717.0,Comedy,161.0,638.0,4.49,35.0,14.0
zixTnUbjoEE,kevjumba,678.0,Music,272.0,2355.0,4.53,15.0,12.0
fxmojjs-l5k,Mujahid1,717.0,People & Blogs,21.0,219.0,4.33,6.0,16.0
kLWhfyauj_0,wa6ube,723.0,Comedy,198.0,247.0,4.2,5.0,2.0
2rLhRM6KHIM,mikemacdzz,729.0,Comedy,108.0,316.0,4.55,11.0,4.0
WIrO5OwjM4Q,elmissionduo,732.0,News & Politics,121.0,80.0,4.89,9.0,11.0
vrCD8w72l3I,mikemacdzz,741.0,Comedy,259.0,629.0,4.45,11.0,44.0
dnLmxFt5Kkc,mikemacdzz,736.0,Comedy,91.0,1301.0,4.62,13.0,22.0
S2vQvgf4nh0,mikemacdzz,743.0,Comedy,263.0,294.0,4.92,12.0,20.0
oewKEv3HWgc,mikemacdzz,736.0,Comedy,113.0,565.0,4.56,9.0,8.0
aDtNDCsBOYU,blumietunes,696.0,Entertainment,376.0,248.0,5.0,5.0,0.0
QgwhEwWt0ng,javarider,604.0,Entertainment,17.0,60.0,1.0,1.0,0.0
-oqJLkCXq9k,javarider,601.0,Entertainment,15.0,48.0,0.0,0.0,0.0
oFCKBKHIPLg,thecitizensjournal,579.0,News & Politics,135.0,785.0,2.33,6.0,4.0
UINifDG1m1Q,Boxman2572,442.0,Music,281.0,3903.0,4.83,18.0,12.0
uupn8O_E8u0,mintybobo,717.0,Comedy,29.0,97.0,5.0,2.0,4.0
pXjOmlyqpWQ,fashionfightspoverty,638.0,Entertainment,301.0,112.0,0.0,0.0,0.0
W6fDawCfEEw,djdevo,738.0,People & Blogs,191.0,186.0,3.38,8.0,10.0
5iC3Lh6XaOc,xerohour,383.0,Comedy,181.0,46823.0,4.61,113.0,100.0
N3XnvwfvjHA,xerohour,383.0,News & Politics,34.0,2589.0,1.75,4.0,4.0
4fbAEejVK0w,jain513,411.0,Comedy,195.0,20577.0,4.47,40.0,32.0
YjTP_T-wR9w,joshlewis,431.0,Howto & DIY,205.0,26498.0,4.41,91.0,92.0
3_kEv8KtoVE,pozdesign,443.0,Film & Animation,84.0,3373.0,4.36,11.0,5.0
GJdRrBRspfY,pozdesign,443.0,Film & Animation,181.0,1009.0,5.0,3.0,1.0
S6-v3Z-qOAU,KI4NAC,417.0,Howto & DIY,181.0,5835.0,3.86,7.0,0.0
hphOoaZmwe0,vjnews,408.0,Film & Animation,181.0,996.0,3.67,3.0,6.0
5rZesINf-Ss,kinross19,365.0,Howto & DIY,181.0,12461.0,4.92,24.0,19.0
hme5ladDQ_0,resistor,374.0,Howto & DIY,181.0,4492.0,4.94,16.0,2.0
1_nd5EGXIXE,mkbnett,719.0,Comedy,1.0,68.0,0.0,0.0,0.0
4DyhnLkTRUc,naxxtor,628.0,People & Blogs,238.0,1661.0,4.78,9.0,10.0
prM5tpNqBIU,Commonpaintballer,715.0,Film & Animation,195.0,502.0,4.25,4.0,0.0
XMfVX2vNa1E,Commonpaintballer,715.0,Film & Animation,181.0,250.0,5.0,1.0,0.0
XH_rQRKCrLs,deadaluspark,440.0,Howto & DIY,84.0,194687.0,3.72,535.0,321.0
JNmaw9Xg6eA,343max,444.0,Howto & DIY,159.0,3398.0,3.8,5.0,10.0
kaGY9rbH8kE,lonelygirlI5,572.0,Howto & DIY,28.0,176.0,3.67,3.0,0.0
EGSYySTscWQ,weirdways,523.0,Howto & DIY,26.0,6569.0,2.45,44.0,13.0
5oMX_V77UZs,dwinkle6,669.0,Entertainment,50.0,344.0,5.0,5.0,1.0
cGTp8oH_0ig,troydillinger,715.0,News & Politics,132.0,10699.0,4.69,16.0,12.0
84UybODwi8I,apemaster604,711.0,Comedy,328.0,10593.0,4.88,25.0,7.0
f69N1rq7evc,starcoal,424.0,Entertainment,327.0,244152.0,4.69,444.0,126.0
Kb0sWhbN2xw,isy5girl,497.0,Comedy,341.0,3342.0,4.75,12.0,1.0
xdJQJ-A6l9M,jtpoprocks,716.0,Entertainment,85.0,3773.0,5.0,4.0,2.0
rlG3HYxRyXY,JJsparxx,561.0,Entertainment,192.0,3710.0,4.36,14.0,8.0
I8KN_zLHadY,drewjpark,617.0,Comedy,280.0,375.0,5.0,3.0,3.0
Ba2HQQ79WHA,maxporsche,633.0,Sports,151.0,15264.0,4.67,12.0,18.0
nziSW8I6ZNU,Ignitiontv,545.0,Sports,201.0,41416.0,4.95,37.0,21.0
4X9Z-hUbylg,AceUvSpades85,329.0,Sports,166.0,46772.0,4.92,75.0,30.0
28J09SI9KRI,1party0man1,692.0,Sports,581.0,14172.0,5.0,22.0,39.0
OfIIEnaQ07Q,1party0man1,692.0,Sports,335.0,11165.0,5.0,15.0,26.0
59NMPPCn7Ug,1party0man1,692.0,Sports,387.0,9046.0,4.75,16.0,23.0
xPKI_1Zi_N0,1party0man1,692.0,Sports,332.0,5688.0,5.0,7.0,17.0
za8MaIMIswI,wo0zers,620.0,Sports,159.0,22256.0,4.83,24.0,12.0
7rgpmuzflhI,holwick,565.0,Sports,486.0,3885.0,4.75,4.0,1.0
0hA_xKtbmS0,nekomaru7777,597.0,Sports,135.0,21573.0,5.0,22.0,12.0
NuPDa3jrGRk,nekomaru7777,601.0,Sports,184.0,6795.0,5.0,12.0,5.0
wgz8n4v3syU,dplummer21,521.0,Sports,104.0,2657.0,5.0,11.0,2.0
iWDvdcndiqY,aspangenberg,714.0,Sports,256.0,1575.0,5.0,4.0,2.0
TYtuhTcKCiw,JunkyardMedia,710.0,Sports,276.0,2733.0,5.0,6.0,4.0
eox7NauUkMM,mrebay007,713.0,Sports,338.0,1413.0,5.0,2.0,2.0
7jKmbIn9aKQ,mercenaryteam,581.0,Sports,318.0,10728.0,4.33,9.0,9.0
_In5GSnJoJI,Subtizer,548.0,Sports,5.0,1419.0,5.0,1.0,3.0
wRJUORVcMi0,sweadnesday,678.0,Sports,60.0,701.0,0.0,0.0,1.0
8J84aB626j4,Baderalhasani,730.0,Entertainment,511.0,521.0,0.0,0.0,1.0
8qZ9UwJVa_M,bigdog199404,598.0,Film & Animation,499.0,6256.0,4.81,16.0,4.0
osIgPxBHnbw,atlfalcons866,674.0,Entertainment,5.0,1438.0,4.0,4.0,1.0
BFky8lU12Ms,comptonboi213,552.0,Film & Animation,294.0,5257.0,4.7,20.0,13.0
YSw0vbpFv5E,comptonboi213,542.0,Film & Animation,29.0,2856.0,4.77,13.0,12.0
hZs_J75ehuw,ukswimboi,514.0,Entertainment,9.0,11252.0,4.54,39.0,24.0
MYhgUDRak-Y,DaxVanStreich,701.0,Film & Animation,154.0,533.0,5.0,4.0,6.0
itP0MWX76R8,KittyNeko4,537.0,Film & Animation,167.0,8419.0,4.81,26.0,48.0
WozmcTG23Cc,TrDhL,716.0,Entertainment,395.0,1877.0,4.75,8.0,5.0
jxx9WwcrsvM,megancourtneyllc,500.0,Entertainment,4.0,682.0,0.0,0.0,6.0
XzHiWwNznd0,Hazuo,691.0,Film & Animation,509.0,1376.0,3.5,4.0,0.0
F8hKRfXLnhE,FostersFriend,539.0,Entertainment,12.0,8274.0,4.17,12.0,5.0
stXMA4xcqZ0,ANTENAMEXICO,708.0,Film & Animation,392.0,1269.0,5.0,1.0,1.0
hsXOjxtp5WA,JosephO75,634.0,Entertainment,409.0,10095.0,4.7,27.0,9.0
P0KN9iq1Vcg,Hazuo,667.0,Film & Animation,645.0,1616.0,4.83,6.0,0.0
rm-oRJhswPU,ashomilo,623.0,Entertainment,114.0,2933.0,1.85,27.0,12.0
7cfOAb5mINI,mc4bbs,606.0,Comedy,55.0,13880.0,4.5,8.0,22.0
jp9zPtxXK1Q,mdd1985,615.0,Comedy,55.0,22745.0,4.81,43.0,22.0
NEZ5kNZf-7I,Ranger5250,681.0,Comedy,55.0,14069.0,4.95,37.0,17.0
DWQrqYoNDfw,7uka,740.0,Pets & Animals,59.0,85.0,0.0,0.0,0.0
q24AwHV7Mfo,EominTheOne,512.0,Comedy,56.0,34984.0,4.88,106.0,61.0
pt9knL6HJBA,mattbennett35,667.0,People & Blogs,328.0,240.0,1.0,3.0,1.0
4A551dkACco,mattbennett35,645.0,Music,238.0,210.0,0.0,0.0,2.0
I_8lY8obDhg,xoderusx,413.0,Music,155.0,7722.0,4.41,17.0,6.0
PmV4fShftmo,meganrobsie,737.0,Comedy,55.0,96.0,0.0,0.0,0.0
pYF54gNc2Ws,SergeantK1,727.0,Music,127.0,74.0,0.0,0.0,0.0
Ww3wnoJRULI,AoBloodhound,608.0,News & Politics,168.0,1329.0,3.67,3.0,10.0
uD8xwrX1-E0,Sameriel,607.0,News & Politics,130.0,2248.0,3.06,17.0,71.0
h2g7HF2rcAw,AoBloodhound,606.0,Comedy,70.0,1756.0,2.9,10.0,4.0
z3U7AZbvr5M,theboyfromcanada,606.0,Comedy,22.0,2647.0,3.0,5.0,5.0
T5V5AJKaNkA,tavisxavier,605.0,Comedy,17.0,6820.0,3.87,53.0,43.0
knAu7BbsQoI,therealEnrique,606.0,Comedy,4.0,2579.0,3.33,12.0,13.0
xQKWICO1BtI,knuckly,473.0,Gadgets & Games,214.0,24470.0,3.55,22.0,40.0
54-ELP8x6cI,mjdragon666,611.0,Music,257.0,1998.0,4.45,11.0,4.0
mcZ_IHR-NtA,BurnSWE,638.0,Music,310.0,1086.0,3.88,8.0,0.0
nLohfY6sB_k,Miniraptor,725.0,Gadgets & Games,553.0,395.0,1.0,1.0,2.0
fohQ4HaHCYE,DWZ,595.0,News & Politics,356.0,2463.0,4.0,8.0,36.0
jltV_g9x8Y8,DnorrMakoff7,636.0,Gadgets & Games,65.0,698.0,4.5,6.0,1.0
_OyDZzXrBtk,Miniraptor,685.0,Gadgets & Games,239.0,675.0,2.22,9.0,0.0
G6ilzh-6cHk,brassmonkey84,567.0,Entertainment,409.0,555.0,4.67,3.0,6.0
mL6ZGreJep8,Kalfastehpro,624.0,Gadgets & Games,66.0,846.0,5.0,1.0,1.0
dwnOKI25nT0,Cherrykissed,530.0,Gadgets & Games,203.0,5665.0,3.6,20.0,13.0
Mv4_ShxzJkg,SUZYFISH,738.0,People & Blogs,66.0,404.0,5.0,5.0,6.0
70pDKyPtayM,selloutkilla,448.0,Music,165.0,6498.0,3.78,9.0,6.0
QcRBtbDLmnU,ryansmithxvx,694.0,Music,471.0,2337.0,4.33,3.0,9.0
MTEBEhhl2c4,xmonox,490.0,Music,153.0,3216.0,5.0,5.0,7.0
kB75U_29r-I,murderinhiseyes,434.0,News & Politics,471.0,13514.0,3.32,31.0,121.0
1If8b7GY34c,area43,402.0,Howto & DIY,563.0,16432.0,4.71,41.0,19.0
Rt5s7QpH5gs,xmonox,366.0,Music,243.0,23708.0,4.64,61.0,60.0
y4F7VWXpFCk,pr0voke,611.0,Music,27.0,349.0,0.0,0.0,0.0
fh0wt5TE-zo,bran4805,549.0,Music,316.0,3821.0,4.62,24.0,3.0
FIhhwVyukew,GboFreak,737.0,People & Blogs,17.0,69.0,0.0,0.0,0.0
Y6-RhwmCjWw,karldaly81,584.0,News & Politics,599.0,4046.0,4.31,208.0,97.0
zlkBXqG5Uio,Weekender,235.0,Music,566.0,74788.0,4.67,180.0,58.0
IoM0ZNZRXPU,EarthShots,721.0,News & Politics,247.0,4327.0,5.0,12.0,6.0
gFsEfjcEbBU,xjaspx,543.0,Music,304.0,8911.0,4.69,13.0,15.0
87mPPRylnRs,thehooly,663.0,Music,258.0,3399.0,5.0,5.0,10.0
JF75xSkSWGY,JosephPattisall,681.0,Music,215.0,1982.0,4.0,3.0,6.0
OcJ-7xlOWYw,andyxxxhate,714.0,Music,249.0,3985.0,4.18,11.0,16.0
HqoFzzEeVhI,rickyguerreiro,645.0,Music,234.0,4119.0,5.0,5.0,3.0
0iiYGN30R5o,fatalposition,671.0,Music,201.0,1100.0,5.0,1.0,2.0
-9cnb_PBH-U,livecoretv,440.0,Music,148.0,4117.0,4.17,6.0,8.0
SCFZxK_l3WU,Mol1n1ster,592.0,Music,221.0,1913.0,5.0,4.0,1.0
Ga5-nEjAD3E,xlucaveganx,654.0,Music,218.0,1171.0,5.0,1.0,2.0
5alVjhx-NoU,ray80,394.0,Music,240.0,10539.0,4.71,28.0,15.0
7FGZ-zYbMW4,minotaur2204,692.0,Music,105.0,415.0,5.0,1.0,1.0
a-mnyPNa8jc,uneedhelp,740.0,News & Politics,245.0,161.0,5.0,2.0,0.0
GIsZXGM4nwk,Straightedgevendetta,539.0,Music,106.0,952.0,0.0,0.0,0.0
GZ34hPESUTA,FreddyWong,397.0,News & Politics,471.0,14700.0,3.88,26.0,68.0
D44Ke_eAv8U,VictorVTV,626.0,Music,194.0,3519.0,4.62,13.0,7.0
_0QWcGMjk-0,xgabex,628.0,Music,161.0,740.0,4.0,1.0,1.0
ioy1yXPgsAU,xgabex,628.0,Music,189.0,462.0,5.0,1.0,0.0
WCWfyhMXS6k,xgabex,628.0,Music,115.0,598.0,3.0,2.0,1.0
mmB_UaZZ5Vg,xgabex,628.0,Music,58.0,826.0,0.0,0.0,1.0
knbi0Sf4iTw,jnb8099,405.0,Music,67.0,1063.0,5.0,3.0,1.0
NS4WT7zG4ls,beckyprincesse,406.0,News & Politics,22.0,2299.0,2.33,3.0,0.0
s3shq3k4x-w,jnb8099,405.0,Music,106.0,4202.0,5.0,9.0,8.0
26eDzbKFlug,MiamiSupermodel,409.0,Music,21.0,1236.0,5.0,4.0,1.0
E6_NcI95gmg,champersgirl,500.0,Music,30.0,1478.0,3.0,2.0,2.0
k7kLlI033LY,coquito21,407.0,Entertainment,72.0,8892.0,4.4,10.0,9.0
IbQbjQCKXx8,professionalrockstar,701.0,Music,198.0,207.0,0.0,0.0,0.0
5T1BqWFgL1Q,MAJIK24,414.0,Music,31.0,153.0,0.0,0.0,0.0
QW17i-p9mIs,betica78,509.0,Music,164.0,3596.0,4.33,6.0,4.0
StCKJFCj1Lk,carlaguzman,660.0,Travel & Places,23.0,19.0,0.0,0.0,0.0
fLfjqwJiV28,rubenloop,520.0,Music,566.0,9474.0,4.71,35.0,3.0
C9gT_0EMjxA,dangerousoul,492.0,Music,119.0,27203.0,4.79,43.0,18.0
GncI4c47iXw,Bionicpix,665.0,Sports,843.0,3688.0,3.91,11.0,0.0
F_L7vjanyDs,aironarmstrong,541.0,Film & Animation,313.0,634.0,3.0,6.0,6.0
9FtOHps8Bto,VixenTFox,504.0,Gadgets & Games,244.0,9292.0,4.73,51.0,28.0
NehkKI4JFyU,BenBer9,666.0,Music,338.0,344.0,5.0,3.0,1.0
zmOfatOX6_M,mle1962,550.0,Music,56.0,324.0,3.0,1.0,0.0
RoYPZDCEpGg,strawberrygirlie2002,668.0,Music,235.0,195.0,3.0,1.0,0.0
To4vtvMe5wo,TheSingers,662.0,Music,153.0,940.0,4.8,5.0,3.0
Smyz1kkzTGM,Jairdan,587.0,Music,101.0,1711.0,5.0,6.0,1.0
MFrKmyzajak,Jairdan,587.0,Music,83.0,1743.0,5.0,4.0,2.0
msJLCMubzJM,Jairdan,587.0,Music,76.0,966.0,5.0,3.0,0.0
mhz1RZrs64k,PianoGirl7125,682.0,Music,84.0,54.0,0.0,0.0,0.0
F4UJ7M6XTZ4,shatteredeve,413.0,Film & Animation,170.0,4628.0,4.85,27.0,16.0
Nh9iFveDV28,fusiondrummer,662.0,Music,65.0,816.0,5.0,1.0,0.0
nYtL6vj2tnY,kathryntess,678.0,Comedy,86.0,204.0,0.0,0.0,0.0
fasgFoqOiFo,shanhaichris,677.0,Entertainment,45.0,62.0,5.0,1.0,0.0
SJE-nPf3t7g,holgersvm,655.0,Music,28.0,151.0,5.0,1.0,1.0
bHq64y4xWpE,Jairdan,680.0,Music,49.0,211.0,5.0,1.0,0.0
7kJXpPPgpAc,Jairdan,680.0,Music,180.0,771.0,5.0,4.0,0.0
48DEf5HXdIc,holgersvm,655.0,Music,28.0,328.0,5.0,1.0,0.0
6a-1fOfRyXM,brendafohio,744.0,Film & Animation,426.0,20.0,5.0,3.0,1.0
Q8VmNJmcYNE,mrcunninghamz,670.0,People & Blogs,255.0,400.0,4.4,5.0,18.0
D401_OWTo5k,vitowonder,462.0,Travel & Places,62.0,545.0,3.17,6.0,2.0
eRNDIVJ4n0w,fredyonnet,588.0,Music,293.0,7021.0,4.74,34.0,7.0
kABfZJYC3Ow,jeremysaverio,635.0,Comedy,104.0,1807.0,5.0,6.0,2.0
jJjUOLuU9lI,dfigravity,493.0,Comedy,99.0,12551.0,4.96,27.0,17.0
00hJwE2lg9U,OhanxuguO,0.0, UNA ,205.0,26748.0,4.76,58.0,14.0
k5mHQKZJ-5I,maqdim,583.0,Comedy,521.0,25003.0,4.81,36.0,9.0
luoEuA9DzqQ,PeteKocefas1,738.0,Travel & Places,335.0,3324.0,0.0,0.0,0.0
t4cUTR_7254,areacable,613.0,Travel & Places,290.0,813.0,5.0,6.0,3.0
BCmDmfFs9sA,hellflyfree,583.0,Sports,284.0,3660.0,5.0,9.0,1.0
G2g0e102VaU,SgtEvo,201.0,Autos & Vehicles,360.0,1370.0,3.0,2.0,1.0
Nzebq_SaPBg,CdCWakko,582.0,Comedy,289.0,7193.0,4.72,25.0,1.0
qDBwutg7MTU,stpaulsartsandmedia,668.0,Film & Animation,199.0,459.0,4.57,7.0,1.0
nIyswNoDQF0,sparklemia,718.0,People & Blogs,158.0,14.0,0.0,0.0,1.0
tbqnKvuPQG0,ESNEWS,677.0,Comedy,122.0,4303.0,5.0,11.0,7.0
C1MHbpSGAPs,RevTim,676.0,Entertainment,172.0,23.0,0.0,0.0,0.0
GIt1XTZ8HEk,Moonchimes,677.0,News & Politics,194.0,49.0,4.5,2.0,1.0
BVO41AVglCs,thetallfamily,677.0,People & Blogs,125.0,69.0,0.0,0.0,1.0
WhbeFKs2CP0,triggerhappymidget,667.0,Entertainment,202.0,460.0,5.0,2.0,1.0
PkBfZVyMeLg,jameswedding,674.0,People & Blogs,258.0,31.0,0.0,0.0,1.0
