video ID,uploader,age,category,length,views,rate,ratings,comments
enKzW1ca744,OrganicAids,723.0,Comedy,210.0,247.0,5.0,3.0,5.0
C1-Z4uquoT0,bummargera,744.0,Music,69.0,125.0,5.0,2.0,0.0
iwnkhi7x_RY,drjoepaupore,662.0,Entertainment,177.0,646.0,5.0,2.0,0.0
AISNLPpTgNg,NikaRamos,538.0,Sports,90.0,12638.0,4.96,28.0,12.0
pZh_W43r1zw,NikaRamos,540.0,Sports,92.0,10216.0,4.89,27.0,29.0
rQrD9fb8FEo,hemphill5000,517.0,Sports,188.0,8840.0,3.23,30.0,33.0
ULoM8uvLIhg,albertez,478.0,Sports,163.0,6217.0,4.88,17.0,13.0
YC79sqnP7Dc,esencias,653.0,Music,242.0,5852.0,4.0,15.0,14.0
CFtCvY1dBiA,MrsBloom14,686.0,People & Blogs,218.0,2566.0,4.94,17.0,3.0
Rm2h6cO7llY,burningmyeyes,410.0,Comedy,84.0,21212.0,4.47,34.0,16.0
UJ2fbV8JC-c,NikaRamos,555.0,Sports,154.0,9716.0,4.97,32.0,19.0
NSZ3kxi0jlU,bcbarreraMusic,428.0,Entertainment,470.0,4797.0,5.0,11.0,8.0
pxP37xOr4HI,piscubcn,702.0,Comedy,77.0,2394.0,5.0,8.0,12.0
8jvsBSN05q4,oriolinho,743.0,Sports,90.0,39.0,5.0,1.0,0.0
4HhugmzqXWU,kyukyuni,438.0,Music,213.0,28533.0,4.9,124.0,46.0
V6XeSRwREf8,trivan,404.0,Music,162.0,82551.0,4.73,137.0,68.0
hUYj4C0sa4I,LBRN,571.0,Music,152.0,6281.0,5.0,15.0,11.0
xnwTNkQyOVo,euguigui,472.0,Sports,49.0,24336.0,4.59,29.0,11.0
6qXkXTaZiXg,darkmaurice,477.0,Music,179.0,11084.0,4.68,44.0,29.0
SpQMX9_snE4,XmBx,469.0,Music,93.0,95792.0,4.74,116.0,23.0
muxxk7HMxFo,panamafioso,334.0,Music,165.0,28548.0,4.8,51.0,12.0
T2IDE7pIKQA,Tr3nt0n,356.0,Music,176.0,16446.0,3.67,46.0,47.0
lzdC6B_tx9E,alob8,509.0,Autos & Vehicles,212.0,2598.0,4.83,6.0,7.0
G-lwmaKkw3o,7rulo7,492.0,Sports,93.0,9863.0,5.0,15.0,10.0
ew5MqnMzE88,juanmablackmoon,471.0,Music,57.0,20564.0,4.8,15.0,14.0
5c1vsfCCG_w,krustypuma,615.0,Sports,109.0,14994.0,4.0,29.0,61.0
si6r4wydjV8,ouiam,530.0,Music,421.0,6028.0,4.78,18.0,10.0
IOOcmjAY1Eo,freakchickisa,648.0,Music,178.0,9339.0,3.54,13.0,29.0
snwT2x2ragw,frederico99,464.0,Music,127.0,7248.0,4.88,33.0,13.0
snAKMkxPkVc,emomanya,568.0,Sports,101.0,17474.0,4.58,24.0,57.0
Ti2nlCN310A,mscuai,676.0,Sports,464.0,4411.0,4.33,12.0,10.0
kRT48w5Wd7c,juanlux,629.0,Sports,114.0,26370.0,4.48,27.0,37.0
TCBywLhkIt4,teveznator,442.0,People & Blogs,292.0,2830.0,5.0,3.0,3.0
pCOVJEQF3VI,pedroalmo,454.0,People & Blogs,303.0,2371.0,3.2,5.0,1.0
VBjDS_rCSpM,Gabazko,649.0,People & Blogs,248.0,11033.0,4.2,15.0,12.0
H_gLAwSdnyc,veoito,521.0,Sports,201.0,15044.0,4.11,18.0,4.0
sRrSl-AY9yE,talleresescalada,647.0,Sports,365.0,4965.0,5.0,6.0,6.0
Du7NJ_EezM4,guscla,571.0,Sports,165.0,4341.0,4.5,4.0,3.0
0-DkfjFRp6M,Juanchoc,662.0,News & Politics,436.0,1103.0,5.0,2.0,1.0
6EYSv3J06aM,SoNNeee,630.0,Sports,66.0,27193.0,4.47,15.0,45.0
6odKbfW6pU0,toribiodepalma,689.0,People & Blogs,353.0,912.0,3.2,5.0,9.0
AC5D8y6JnA0,canepa86,610.0,Entertainment,246.0,4144.0,4.75,8.0,34.0
3dGqmTmPfXQ,henryhidalgo,603.0,People & Blogs,136.0,64808.0,4.58,38.0,44.0
8TnUxSriyyE,ankkamon,587.0,News & Politics,382.0,6658.0,5.0,8.0,35.0
XV8l42tjM7E,Damalmansa,665.0,News & Politics,106.0,2727.0,5.0,6.0,43.0
dvxdXXbykZw,kusanagy,592.0,News & Politics,398.0,5252.0,2.78,18.0,22.0
Ga6jd0dVq8I,lbracci,488.0,News & Politics,198.0,5715.0,5.0,3.0,15.0
Risfdco7sro,potoco,491.0,People & Blogs,238.0,3688.0,3.24,17.0,38.0
rE6nGnNj_2o,cmpopulares,530.0,People & Blogs,413.0,2711.0,3.4,5.0,7.0
32UlI_fYvvw,cpatinov,460.0,News & Politics,102.0,4152.0,4.2,5.0,12.0
5C2qIdbfEos,spick1,429.0,Sports,45.0,21625.0,4.73,22.0,16.0
ijQwkOUKuuE,pigweb,487.0,Music,131.0,926.0,0.0,0.0,0.0
VW7i68NCRUY,orvex,656.0,News & Politics,104.0,3265.0,3.71,7.0,20.0
v98qdXCIrYc,henryhidalgo,603.0,People & Blogs,15.0,21343.0,4.75,8.0,14.0
GZ2zFZbzLLM,pigweb,637.0,Music,172.0,448.0,5.0,2.0,2.0
stovyLiOQFw,tcblues,665.0,News & Politics,163.0,4563.0,5.0,6.0,28.0
FFrl4x9_cyk,lowsky101,646.0,People & Blogs,307.0,8670.0,5.0,7.0,5.0
Z3O0HfG8YDA,grigoku,744.0,Film & Animation,482.0,556.0,5.0,8.0,7.0
qChHwYqv44s,grigoku,744.0,Film & Animation,482.0,735.0,4.95,19.0,10.0
Wgh8sPxmFWk,grigoku,744.0,Film & Animation,420.0,538.0,5.0,14.0,5.0
STIE25cn7Ss,NaraIno,744.0,Film & Animation,1344.0,1149.0,4.95,62.0,30.0
G8aPAOyKyz4,masterman700,744.0,Film & Animation,1404.0,2288.0,5.0,9.0,7.0
gt4MWwRMUyU,cutepeipei,744.0,Film & Animation,578.0,462.0,4.75,20.0,5.0
zDUl4XkeZRU,cutepeipei,744.0,Film & Animation,582.0,505.0,5.0,16.0,13.0
AbrOSNpSxcY,leftwingersareweak,644.0,Sports,26.0,209.0,0.0,0.0,0.0
YuwX59JBhdo,leftwingersareweak,644.0,Sports,10.0,201.0,0.0,0.0,0.0
ogMHGFUAjtE,JH4P,640.0,Sports,599.0,586.0,5.0,5.0,2.0
I5UokhmkK78,mitchellvictor11,730.0,Sports,512.0,2287.0,5.0,15.0,10.0
qgiuEzUd8us,legasus,580.0,Sports,413.0,1986.0,4.0,5.0,1.0
oxwbiyvUquY,sofakingcrazy8,654.0,Sports,183.0,1535.0,5.0,3.0,5.0
Hn6CPUSTY3E,JH4P,639.0,Sports,94.0,534.0,5.0,1.0,0.0
s2S3zPDaWiw,LiquidSnake2188,598.0,Sports,349.0,310.0,1.0,1.0,0.0
xx8m9Z2NLEE,haney2009,726.0,Sports,92.0,1447.0,5.0,2.0,2.0
MDlVYAfNOuY,vegascoug123,725.0,Sports,49.0,267.0,5.0,1.0,0.0
NYx_gOAoTJk,jfur76,613.0,Sports,18.0,935.0,0.0,0.0,0.0
btq8T6zvjBU,DeputyDipshit,642.0,People & Blogs,34.0,613.0,0.0,0.0,0.0
aA2EOzxyIuw,aubstetta,725.0,Sports,107.0,41.0,0.0,0.0,1.0
SKXs-FRA1S0,ihallenius,641.0,Entertainment,13.0,462.0,4.33,3.0,2.0
VwQfiYlD8-U,shoodz343,615.0,Sports,14.0,402.0,0.0,0.0,0.0
ZoSAvh7iGO0,uboatcommander,570.0,Sports,352.0,1201.0,5.0,2.0,1.0
DJ7uDlW6_Sw,jtthirtyfour,481.0,Sports,121.0,2654.0,4.56,9.0,0.0
ztmPNm0ehcg,autiger96,572.0,Sports,144.0,4563.0,4.91,11.0,2.0
_aw-pObkiC4,datrojan06,603.0,Sports,227.0,1038.0,5.0,3.0,0.0
aDznNOllAas,AyoSaba,507.0,Sports,86.0,1670.0,3.0,2.0,6.0
4xuFjwQKu_4,nwhitele,692.0,Sports,91.0,512.0,5.0,2.0,3.0
rco3h72L5ro,kinross19,636.0,Sports,11.0,1718.0,5.0,2.0,1.0
rnXJk1jNQRU,supertrooper21,654.0,Sports,37.0,482.0,0.0,0.0,0.0
YXCpQv1cZVU,AyoSaba,496.0,Sports,20.0,3243.0,4.2,5.0,3.0
hCWTWJAceaA,supertrooper21,656.0,Sports,230.0,309.0,3.5,2.0,0.0
OepEK_bwK3g,jimmer1853,634.0,Sports,26.0,1871.0,4.0,4.0,7.0
mDGx7haCGzo,TexasAPO,572.0,Sports,88.0,879.0,3.67,3.0,9.0
OXwfXaFy6Nc,TexasAPO,586.0,Sports,132.0,313.0,5.0,3.0,0.0
JawxjgOieDg,AyoSaba,507.0,Sports,474.0,1988.0,3.33,3.0,1.0
YFp9kQlZwY8,TexasAPO,594.0,Sports,126.0,353.0,5.0,1.0,0.0
7AzzzR6sU9o,TexasAPO,641.0,Sports,137.0,200.0,5.0,1.0,2.0
3xbQb4ig8PE,blakegantz,574.0,Sports,16.0,5880.0,4.8,5.0,4.0
fXHbGP_NchY,jsharp85,582.0,Sports,11.0,2113.0,5.0,4.0,0.0
7fJAhR_TrrU,warhymnaggie,498.0,Sports,20.0,1632.0,5.0,2.0,0.0
MuCiV2TGMgE,AyoSaba,496.0,Sports,276.0,1224.0,3.67,3.0,0.0
1RD7oDW4SNQ,gap3221,716.0,Sports,9.0,65.0,5.0,1.0,0.0
DA1IRxXrLY0,GALVESTONCOUNTYDAILY,722.0,Sports,75.0,321.0,0.0,0.0,1.0
FwPrsyfyDs4,JoeFlexxx,611.0,Sports,83.0,2293.0,2.5,8.0,10.0
_PA0sxwIKVw,daviskb,721.0,Sports,130.0,385.0,5.0,4.0,0.0
uGFdUdO1OJM,denrae,609.0,Comedy,77.0,1377.0,5.0,4.0,1.0
0sElyEHwLMs,mcrib96,653.0,Music,560.0,971.0,4.33,3.0,1.0
8cscJeGF8_U,TexasAPO,641.0,Sports,117.0,126.0,0.0,0.0,0.0
2w_c_9oDsJg,mcrib96,653.0,Music,431.0,1459.0,5.0,1.0,3.0
V9xdQxT7t7c,JediMerlin303,654.0,Sports,58.0,215.0,3.0,2.0,1.0
6mTWFsqO8m0,jross3030,612.0,Sports,27.0,1301.0,5.0,1.0,1.0
EKqqHw-mpXw,juwelz15,610.0,Sports,223.0,555.0,0.0,0.0,0.0
VTui5w1BKtc,fredfisher33,607.0,Sports,16.0,212.0,5.0,1.0,0.0
fhtTMxkTCms,Mav3481,621.0,Sports,18.0,31.0,0.0,0.0,0.0
mYubU2O0Ha4,oiler2cougar,706.0,Sports,234.0,1477.0,4.33,3.0,2.0
VfKQKlFpuF0,jimmydushku,464.0,Entertainment,594.0,6874.0,5.0,10.0,7.0
OjbHhZu_B9o,cam4mav,414.0,Sports,443.0,2601.0,4.8,5.0,7.0
ChzAuPGZrvI,TexasAPO,455.0,Sports,237.0,769.0,5.0,5.0,0.0
bhJU7XO0j_Q,mvytem,410.0,Music,168.0,2100.0,4.0,4.0,2.0
wq3eOzg95r4,oglepro,701.0,Sports,269.0,902.0,5.0,1.0,3.0
c08QTjgLy50,MBandFan,684.0,Entertainment,293.0,662.0,5.0,6.0,0.0
xYDVnqxWQGc,johnnyboy4580,700.0,Sports,453.0,469.0,0.0,0.0,2.0
ipSvZMQ5rRU,ucla1082,419.0,Music,75.0,15290.0,4.92,26.0,11.0
u9GiN5Z2tfc,ucla1082,421.0,Music,67.0,8527.0,4.79,14.0,8.0
eIOncsiHYLU,rossg2,719.0,Sports,161.0,4411.0,4.73,15.0,14.0
qJixqMxdFyE,RedRaider427,715.0,Sports,127.0,1370.0,2.57,7.0,17.0
61ZcAY4FfAw,battvideo,730.0,Sports,424.0,156.0,0.0,0.0,0.0
3igLvV9R9kQ,GigemG,719.0,Sports,32.0,5235.0,4.68,25.0,11.0
ug6csult5yI,BattRadio,730.0,Sports,424.0,81.0,0.0,0.0,0.0
uRqwvpQWM90,battvideo,730.0,Sports,60.0,481.0,0.0,0.0,0.0
V1sh95aOz1E,battvideo,743.0,Sports,448.0,66.0,0.0,0.0,0.0
8kFiAfpobdA,GigemG,702.0,Sports,29.0,4800.0,5.0,6.0,4.0
IxR1j1syCew,battvideo,730.0,Sports,488.0,71.0,0.0,0.0,0.0
pOM1jSyC5Is,battvideo,730.0,Sports,395.0,66.0,5.0,1.0,0.0
l3V5zAr_V1k,thefootballinsider,744.0,Sports,49.0,286.0,5.0,1.0,2.0
JZULufIHTh8,battvideo,730.0,Sports,594.0,46.0,0.0,0.0,0.0
Zi7v4N9b0dA,battvideo,743.0,Sports,588.0,178.0,0.0,0.0,0.0
7CpJHW4op2I,battvideo,730.0,Sports,500.0,831.0,5.0,2.0,2.0
tV4FEUhs9dY,battvideo,744.0,Sports,420.0,20.0,0.0,0.0,0.0
BZBGq83Paiw,fastjon,646.0,Sports,134.0,1370.0,3.67,3.0,0.0
_zclC3twFFA,sloppy77,621.0,Sports,568.0,1653.0,5.0,8.0,4.0
YGu9R4gzmh8,sloppy77,704.0,Sports,268.0,979.0,4.56,9.0,1.0
4_qZ3_YKYNk,chendric3,611.0,Film & Animation,157.0,177.0,5.0,1.0,0.0
O-iezHtupfw,lanceturner,738.0,News & Politics,108.0,166.0,0.0,0.0,0.0
WsqF9VZozJI,lanceturner,738.0,News & Politics,111.0,58.0,0.0,0.0,0.0
W89abHTTC6s,BoogerCountyRFD,628.0,News & Politics,63.0,351.0,3.0,1.0,0.0
JP5PHGJ0vkU,strength2in3numbers4,607.0,Comedy,18.0,178.0,5.0,2.0,0.0
R0uwjNt1vj8,bambarn,496.0,Comedy,306.0,852.0,4.0,4.0,1.0
CThBm7yECdI,HotlineTV,715.0,News & Politics,384.0,190.0,5.0,3.0,2.0
WUAmcLOibZo,MrWaste1500,718.0,Comedy,299.0,34.0,0.0,0.0,0.0
hcoWD2IdadM,Natron4x4,622.0,People & Blogs,6.0,56.0,0.0,0.0,0.0
ci0aGjAFU_s,woosel,534.0,Sports,203.0,328.0,3.5,2.0,1.0
cjtKKFGEKqw,stuarcl,629.0,Sports,276.0,77.0,4.0,2.0,0.0
_bD5wSJRbm0,williejuanka,708.0,Sports,42.0,447.0,0.0,0.0,1.0
N-RAE3kRbO0,MFFL25,709.0,Sports,39.0,584.0,3.0,2.0,0.0
jiiJt8jy9tE,derkaderka09,709.0,Sports,49.0,1159.0,2.25,8.0,13.0
b5oMjtU82qE,williejuanka,708.0,Sports,10.0,769.0,1.0,2.0,2.0
w069xdeHEzY,jeffgraham0621,428.0,Sports,200.0,5642.0,4.38,13.0,9.0
cScxy7dIv2E,jeffgraham0621,491.0,Sports,214.0,2579.0,5.0,3.0,6.0
RiBFESVX4FE,RedRaider427,593.0,Sports,296.0,16148.0,4.12,60.0,43.0
t0ZIKz3AOd4,wormdood,413.0,Sports,228.0,18063.0,4.42,19.0,45.0
OACA-EbaOM8,Supraman079,605.0,Sports,219.0,1844.0,3.33,3.0,9.0
fZBJf_YuK4I,blalockvideo,708.0,Sports,157.0,2035.0,3.67,6.0,16.0
Xcfnoq7pzOk,andyttu,595.0,Sports,51.0,3140.0,4.29,7.0,8.0
VzgDc57-hbc,cartershelton09,709.0,Sports,237.0,874.0,4.5,2.0,16.0
srUBoY2KmVs,Kylehunter4200,595.0,Entertainment,140.0,1507.0,3.67,3.0,0.0
o32rDIcJUF4,RedRaider427,729.0,Sports,215.0,1578.0,4.5,8.0,15.0
mV-GKDc8Hlc,fakeplasticlove,728.0,Sports,145.0,768.0,5.0,2.0,9.0
ITZiOjnMCwk,aggielacrosse,734.0,Sports,314.0,624.0,1.0,2.0,0.0
nW9fBYqzYUo,Loftin08,588.0,Sports,203.0,1784.0,5.0,3.0,0.0
d0Toaa1pfGo,cartershelton09,708.0,Sports,33.0,717.0,0.0,0.0,7.0
f5eQvNnJmn8,apocalypsynch,727.0,Entertainment,181.0,30.0,2.0,2.0,0.0
HDqt2Hx7PmE,pip146fish,719.0,Travel & Places,573.0,79.0,0.0,0.0,2.0
dOpFhihXTOk,ronnyruff,658.0,Sports,589.0,497.0,5.0,3.0,1.0
c1g88fkD_yo,rchuey96,672.0,Music,117.0,109.0,0.0,0.0,0.0
3nGOMKXesvA,Hurricanehealer,734.0,Music,239.0,148.0,0.0,0.0,0.0
pg0M9jOfnK0,jhs247,297.0,News & Politics,25.0,317.0,0.0,0.0,0.0
b9X75p8sXsY,ben12006,714.0,Sports,131.0,197.0,0.0,0.0,0.0
6pPb1lD2dL8,edust25,362.0,Sports,86.0,43598.0,4.88,49.0,22.0
EFBj_V2ljGU,PinDr4gon,438.0,Comedy,49.0,13775.0,4.55,20.0,11.0
DhIzGqespNA,scotth39,580.0,Sports,49.0,19484.0,4.6,25.0,12.0
_I-4XS3XtZQ,nambomb,449.0,Sports,26.0,35096.0,4.78,37.0,16.0
yO0hX1Jt4m0,PrideSaiyan,662.0,Sports,26.0,13788.0,4.38,8.0,7.0
QjFcj06huQY,newzshooter,407.0,Sports,28.0,16566.0,4.09,22.0,68.0
HDIMdBOzpu0,raidertuba,516.0,Music,423.0,8846.0,4.77,22.0,20.0
7KmGYrBDjZg,mfredraider,593.0,Sports,192.0,4960.0,5.0,16.0,12.0
Snu4R6ft3gg,wormdood,413.0,Sports,230.0,12132.0,4.27,22.0,19.0
w0RabAa9sl8,wormdood,413.0,Sports,328.0,6636.0,4.3,23.0,26.0
sXbjPHlouWk,JesseMorrell,551.0,Entertainment,531.0,3068.0,3.14,14.0,22.0
bodvHzsj5os,jeffgraham0621,428.0,Sports,121.0,14684.0,4.68,28.0,18.0
iN7AdaZJat4,bonesandbells,612.0,Music,272.0,3527.0,4.78,9.0,5.0
wfsKolaMhzg,Estratos,446.0,Music,213.0,9560.0,4.86,72.0,16.0
ziTlHhfS2cw,WhiteRapperPyro,698.0,News & Politics,156.0,200.0,5.0,1.0,2.0
2pDBgsWKA_0,ThePyShow,698.0,News & Politics,156.0,69.0,5.0,3.0,3.0
yob1xW_kV4g,marekeg,429.0,Music,216.0,3213.0,4.27,11.0,9.0
uNSJOnQgHGM,italka88,646.0,Music,277.0,404.0,1.0,1.0,5.0
Pvm_zKSKjPY,denizthebig,673.0,People & Blogs,39.0,67.0,0.0,0.0,1.0
0CjBpz1HmwU,almissani,706.0,Music,264.0,407.0,5.0,5.0,1.0
a3JVtb3YJbg,offvideo,479.0,Music,124.0,4741.0,4.59,29.0,8.0
05m7C8gNJ-0,marekeg,406.0,Music,195.0,13458.0,4.95,64.0,7.0
-Z2M1ABRacQ,Estratos,428.0,Music,185.0,4251.0,4.14,22.0,2.0
F5GN3afZiIY,strtrknaxdunivrs,494.0,People & Blogs,221.0,544.0,1.0,1.0,2.0
PxLcxRPexio,SameachMusic,406.0,Music,149.0,14321.0,4.78,18.0,3.0
17Lld8c5aO8,aruss85,688.0,Sports,538.0,1176.0,5.0,5.0,3.0
yI5qYpmz8PQ,aruss85,688.0,Sports,384.0,1470.0,5.0,1.0,0.0
IhqDpkZ3Puw,mdebolt03,701.0,Sports,109.0,371.0,5.0,1.0,0.0
u8GpHDUUaOA,chopper247,713.0,Sports,51.0,131.0,0.0,0.0,0.0
RedVskOiBfg,pj1070,635.0,Sports,19.0,10172.0,3.33,9.0,0.0
wW9jNrVStZ0,parkinggod,635.0,Sports,146.0,1170.0,5.0,5.0,1.0
PiKb-MOLaLQ,IUSTVSports,703.0,Sports,358.0,418.0,5.0,5.0,0.0
m0gWXGkiQx4,thelonesomejubilee,629.0,Music,235.0,5374.0,4.53,17.0,10.0
hdsCEFA1Ln0,FireMikeDavis,346.0,Sports,60.0,19996.0,4.79,28.0,8.0
sPnx36tvnUM,bgd7737,432.0,People & Blogs,374.0,6635.0,3.9,10.0,1.0
QXOrKYWXyt0,jamoker,411.0,Entertainment,229.0,1460.0,2.7,10.0,0.0
NB5kp504vns,mitz9060,634.0,Comedy,63.0,1980.0,4.44,9.0,1.0
ZV2thhjIyjQ,Koolcheng,743.0,Music,136.0,213.0,0.0,0.0,0.0
yWVZwLC6rEc,marathonpacks100,480.0,Comedy,164.0,12973.0,2.79,14.0,7.0
gdRzBP_jxmw,n3yne,624.0,Music,151.0,221.0,5.0,1.0,0.0
hYxhRT_XcCk,n3yne,624.0,Music,102.0,247.0,0.0,0.0,0.0
AZFg6mHpDhY,gregpunchline,425.0,Music,306.0,831.0,5.0,10.0,6.0
WwTnYNsgou4,cottonmouthtexas,627.0,Music,31.0,552.0,5.0,3.0,0.0
cH2iBUaUqlY,prp0002,476.0,Entertainment,71.0,1657.0,4.83,6.0,1.0
aWEQy5ve5CY,cottonmouthtexas,622.0,Music,100.0,508.0,5.0,7.0,1.0
4rJGsvh-Ij0,cottonmouthtexas,482.0,Music,53.0,473.0,5.0,1.0,1.0
JdXym3Xy9wc,cottonmouthtexas,627.0,Music,45.0,104.0,5.0,3.0,1.0
olxhkrNnBYo,realpeoplerealshit,742.0,Music,34.0,3.0,5.0,1.0,0.0
bthXCHcCH3E,realpeoplerealshit,730.0,Music,203.0,155.0,5.0,3.0,0.0
yRpVqoUAH-U,realpeoplerealshit,728.0,Music,155.0,64.0,5.0,1.0,0.0
d154jRcK5pc,cottonmouthtexas,482.0,Music,100.0,928.0,5.0,3.0,1.0
_ewtVlmIZP4,realpeoplerealshit,728.0,People & Blogs,132.0,233.0,4.5,2.0,0.0
Z16HbFri8Cw,Mnstr512,582.0,Music,248.0,579.0,0.0,0.0,0.0
W91o31YIggQ,ticdelarue,666.0,Pets & Animals,35.0,777.0,2.12,8.0,17.0
zNcOYYNWopI,denopholous,669.0,Music,307.0,89.0,0.0,0.0,0.0
IZMTRRR1I2w,lemures,632.0,People & Blogs,575.0,1737.0,3.0,4.0,12.0
mUbjE0dKqks,jaylonmartin,546.0,Comedy,72.0,16145.0,4.86,22.0,7.0
cMlWAIpXw_g,Blackspy84,607.0,Music,209.0,455.0,4.0,2.0,0.0
XfeJcVHeP-M,StevenERich,682.0,Music,118.0,366.0,4.8,5.0,0.0
5g8y2jCUYzk,circumvision,653.0,Music,174.0,989.0,5.0,5.0,5.0
ZU7XOcwpaBQ,bigeasthoops,732.0,Sports,85.0,809.0,5.0,3.0,3.0
1d5NnHJxLYA,bigeasthoops,732.0,Sports,42.0,886.0,5.0,4.0,0.0
adg3Rp_UCGI,bigeasthoops,734.0,Sports,42.0,69.0,0.0,0.0,0.0
wXEjtPmBIl8,ksmoothe,489.0,Music,204.0,489.0,5.0,1.0,0.0
VbApQJj-k8Q,bigeasthoops,734.0,Sports,25.0,55.0,0.0,0.0,0.0
IihAVnG8M1Q,bigeasthoops,744.0,Sports,13.0,166.0,3.0,2.0,1.0
p5KYtKazdFQ,bigeasthoops,734.0,Sports,16.0,74.0,0.0,0.0,0.0
IF8TV2hS28Y,bigeasthoops,732.0,Sports,6.0,236.0,5.0,2.0,0.0
Sf9EJFG27jA,bigeasthoops,735.0,Sports,10.0,40.0,0.0,0.0,0.0
6ArlqIs2NT8,travoose,723.0,Sports,477.0,4094.0,5.0,10.0,9.0
GpR71bgidO0,gocuse,0.0, UNA ,252.0,35445.0,4.6,101.0,9.0
akGJ-2H0NsI,CUSE27,394.0,Sports,235.0,4215.0,4.5,4.0,0.0
GvXjQH31NL8,MikeCosta,391.0,Sports,219.0,1417.0,3.33,3.0,10.0
_TEIaSsgK3M,Orsonswindle,623.0,Sports,42.0,12561.0,3.43,14.0,4.0
AevX9CEQq34,CryingClown,709.0,Entertainment,62.0,935.0,5.0,18.0,7.0
iqrrMvTaPj8,islabaila,568.0,Entertainment,209.0,1798.0,3.28,18.0,4.0
9vQSxLl-L5U,gooOdasgyal,697.0,Music,105.0,7270.0,4.0,16.0,16.0
1ZZzI3TdUuI,remtx,643.0,People & Blogs,90.0,183.0,5.0,1.0,2.0
iH8Pxwfieh4,remtx,643.0,People & Blogs,132.0,122.0,5.0,1.0,2.0
HtAKhE8FFqk,remtx,643.0,People & Blogs,60.0,97.0,5.0,1.0,0.0
WEo-byGl6ys,remtx,646.0,People & Blogs,257.0,137.0,5.0,1.0,0.0
3M4dzTRcFs4,tashamalik19,692.0,Comedy,28.0,29.0,0.0,0.0,0.0
Woq84n7JcR0,divineguitar,729.0,Entertainment,16.0,32.0,0.0,0.0,0.0
6PNtt4S3vXU,TravelingGnome,719.0,Travel & Places,135.0,17.0,0.0,0.0,0.0
3n4oJwiO3_M,finley029,710.0,Comedy,27.0,15.0,0.0,0.0,1.0
OBE_T-K8nhY,renchan7,476.0,Film & Animation,32.0,46363.0,4.96,199.0,56.0
lC4AVoe4p5Q,ljwheeler,492.0,Music,110.0,2447.0,4.83,6.0,3.0
0MGU2bAe56M,jonsgirl,595.0,People & Blogs,45.0,2062.0,4.25,4.0,1.0
vGJUtG-d3_k,gnofleahcim,510.0,People & Blogs,273.0,1657.0,4.33,3.0,3.0
Pfjp5oAWEhE,AnDREEuh,655.0,Comedy,62.0,1487.0,4.6,5.0,9.0
hoWmrhUv4uw,RunningFromSatan,450.0,Comedy,14.0,729.0,2.71,7.0,0.0
BuqEY-CTSVA,InsaneMOOriahScarey,625.0,Entertainment,19.0,3020.0,4.29,14.0,8.0
dECGeKENKI0,thedownloadshow,742.0,Comedy,236.0,30.0,0.0,0.0,0.0
iY0Ecn393qI,Dreamer2TV,574.0,Entertainment,34.0,5496.0,4.64,11.0,5.0
fKDgB3LAxGE,willpowerunlimited,480.0,Autos & Vehicles,109.0,4124.0,3.29,28.0,19.0
2RUmaUtuzrs,Goldmanfan,545.0,Entertainment,150.0,7507.0,4.3,27.0,15.0
q0TFHFShjNw,vjosie,710.0,Entertainment,35.0,47083.0,3.29,73.0,36.0
fVlPWRqSjI4,alexcastle,568.0,Comedy,277.0,1492.0,4.55,11.0,3.0
6brAHXLJc8o,innewscenter,713.0,News & Politics,100.0,502.0,5.0,2.0,1.0
dK5fdLLyRyU,innewscenter,543.0,News & Politics,114.0,1534.0,3.67,3.0,3.0
N1DblZz1Pks,innewscenter,611.0,News & Politics,171.0,574.0,4.0,2.0,3.0
sjj3td-dTlM,innewscenter,516.0,News & Politics,52.0,2369.0,4.0,5.0,5.0
EvimJfbBGS0,innewscenter,683.0,Entertainment,35.0,324.0,0.0,0.0,2.0
ZTTrwPta6RU,innewscenter,683.0,Entertainment,18.0,355.0,5.0,1.0,4.0
QSBIdgLRFYo,zacklegend,703.0,Sports,144.0,315.0,5.0,5.0,0.0
Yt2Jq_O2brM,INNCDNews,731.0,News & Politics,374.0,39.0,0.0,0.0,2.0
e8j5DyLGqIA,innewscenter,691.0,News & Politics,17.0,202.0,5.0,1.0,0.0
nNFEpY13p7Y,ebmatthew,658.0,Comedy,33.0,128.0,0.0,0.0,0.0
LiusV54-ANo,ebmatthew,658.0,Comedy,35.0,98.0,0.0,0.0,0.0
nPP9amQfvpU,PipelineJoe,701.0,News & Politics,148.0,155.0,0.0,0.0,0.0
WIugkNh5xog,JMReid1220,590.0,Sports,30.0,647.0,4.75,8.0,3.0
sNGZ_9croRQ,dcbatwing,638.0,Film & Animation,155.0,3016.0,5.0,14.0,33.0
DEqJ5fNdIl8,botswanamutha,731.0,News & Politics,119.0,10393.0,4.6,15.0,14.0
PfEsuS7X24c,hupdaddy,535.0,People & Blogs,209.0,754.0,0.0,0.0,0.0
XlUnypYx3IQ,hupdaddy,542.0,People & Blogs,134.0,1442.0,5.0,1.0,9.0
kV1zgYLoExo,hupdaddy,534.0,People & Blogs,198.0,565.0,0.0,0.0,0.0
I0YRSGS5id4,okmarty,722.0,News & Politics,22.0,239.0,0.0,0.0,2.0
0uAKSR03KMc,ronj218,740.0,News & Politics,39.0,128.0,0.0,0.0,0.0
aE8pJDobJ8Y,starmystica,592.0,Entertainment,281.0,404.0,5.0,1.0,0.0
